line,variable
org.apache.commons.math3.dfp$Dfp#divide(org.apache.commons.math3.dfp.Dfp):1855,i;mant
org.apache.commons.math3.fraction$BigFraction#divide(long):648,valueOf;BigInteger;divide;l
"org.apache.commons.math3.fitting.leastsquares$LevenbergMarquardtOptimizer#determineLMParameter(double[],double,double[],org.apache.commons.math3.fitting.leastsquares.LevenbergMarquardtOptimizer$InternalData,int,double[],double[],double[]):727",previousFP;abs;FastMath;delta;fp;parl
org.apache.commons.math3.ode.events$EventState#evaluateStep(org.apache.commons.math3.ode.sampling.StepInterpolator):232,dt;abs;convergence;FastMath
org.apache.commons.math3.analysis.integration.gauss$SymmetricGaussIntegrator#integrate(org.apache.commons.math3.analysis.UnivariateFunction):72,ruleLength
org.apache.commons.math3.analysis.integration.gauss$SymmetricGaussIntegrator#integrate(org.apache.commons.math3.analysis.UnivariateFunction):73,getWeight;f;value
org.apache.commons.math3.util$FastMath#asin(double):2702,x
org.apache.commons.math3.util$FastMath#asin(double):2703,Double
"org.apache.commons.math3.linear$AbstractRealMatrix#copySubMatrix(int[],int[],double[][]):404",destinationI;nCols
org.apache.commons.math3.util$FastMath#asin(double):2706,x
org.apache.commons.math3.util$FastMath#asin(double):2707,Double
"org.apache.commons.math3.linear$AbstractRealMatrix#copySubMatrix(int[],int[],double[][]):402",selectedRows;i
org.apache.commons.math3.random$StableRandomGenerator#nextNormalizedDouble():117,abs;alpha;FastMath
org.apache.commons.math3.analysis.differentiation$DSCompiler#checkCompatibility(org.apache.commons.math3.analysis.differentiation.DSCompiler):1818,compiler;order
"org.apache.commons.math3.ode.nonstiff$GillStepInterpolator#computeInterpolatedStateAndDerivatives(double,double):118",i;interpolatedState
"org.apache.commons.math3.geometry.partitioning.utilities$OrderedTuple#getBit(int,int):419",offset;k
"org.apache.commons.math3.util$ArithmeticUtils#binomialCoefficientLog(int,int):160",binomialCoefficientLog;k;n;CombinatoricsUtils
org.apache.commons.math3.analysis.differentiation$DSCompiler#checkCompatibility(org.apache.commons.math3.analysis.differentiation.DSCompiler):1815,compiler;parameters
"org.apache.commons.math3.ode.nonstiff$GillStepInterpolator#computeInterpolatedStateAndDerivatives(double,double):111",theta;previousState
org.apache.commons.math3.linear$NonSymmetricMatrixException#getThreshold():70,threshold
"org.apache.commons.math3.stat.correlation$SpearmansCorrelation#removeValues(double[],java.util.Set):249",indices;isEmpty
org.apache.commons.math3.filter$KalmanFilter#getStateEstimationVector():248,stateEstimation;copy
"org.apache.commons.math3.geometry.partitioning.utilities$OrderedTuple#getBit(int,int):417",offset;e;k
"org.apache.commons.math3.analysis.interpolation$LoessInterpolator#smooth(double[],double[],double[]):267",i;n
org.apache.commons.math3.optim.nonlinear.scalar.gradient$NonLinearConjugateGradientOptimizer#doOptimize():209,i;n
"org.apache.commons.math3.analysis.interpolation$LoessInterpolator#smooth(double[],double[],double[]):264",iter;robustnessIters
org.apache.commons.math3.analysis.polynomials$PolynomialFunction#negate():223,i;coefficients
org.apache.commons.math3.analysis.interpolation$MicrosphereInterpolatingFunction#value(double[]):229,md
org.apache.commons.math3.analysis.polynomials$PolynomialFunction#subtract(org.apache.commons.math3.analysis.polynomials.PolynomialFunction):204,p;coefficients
org.apache.commons.math3.analysis.polynomials$PolynomialFunction#subtract(org.apache.commons.math3.analysis.polynomials.PolynomialFunction):205,highLength;i
"org.apache.commons.math3.analysis.differentiation$DSCompiler#getCompiler(int,int):229",newCache;parameters;order
"org.apache.commons.math3.special$Beta#logGammaSum(double,double):275",b
"org.apache.commons.math3.analysis.differentiation$DSCompiler#taylor(double[],int,double[]):1806",value
"org.apache.commons.math3.analysis.differentiation$DSCompiler#getCompiler(int,int):220",o
org.apache.commons.math3.analysis.interpolation$MicrosphereInterpolatingFunction#value(double[]):219,md
org.apache.commons.math3.filter$KalmanFilter#getErrorCovariance():257,errorCovariance;getData
org.apache.commons.math3.stat.correlation$SpearmansCorrelation#getNaNPositions(double[]):238,positions
org.apache.commons.math3.linear$NonSymmetricMatrixException#getColumn():64,column
org.apache.commons.math3.geometry.partitioning.utilities$OrderedTuple#computeLSB(long):404,lsb
org.apache.commons.math3.stat.correlation$SpearmansCorrelation#getNaNPositions(double[]):234,input;i;isNaN;Double
org.apache.commons.math3.ode.events$EventState#evaluateStep(org.apache.commons.math3.ode.sampling.StepInterpolator):294,forward
org.apache.commons.math3.random$StableRandomGenerator#nextNormalizedDouble():105,alpha
"org.apache.commons.math3.linear$AbstractRealMatrix#copySubMatrix(int[],int[],double[][]):408",selectedColumns;j
org.apache.commons.math3.random$StableRandomGenerator#nextNormalizedDouble():103,beta
org.apache.commons.math3.stat.correlation$SpearmansCorrelation#getNaNPositions(double[]):233,input;i
org.apache.commons.math3.ode.events$EventState#evaluateStep(org.apache.commons.math3.ode.sampling.StepInterpolator):297,abs;convergence;root;FastMath;previousEventTime;isNaN;Double
"org.apache.commons.math3.special$Beta#logGammaSum(double,double):272",a
"org.apache.commons.math3.analysis.differentiation$DSCompiler#getCompiler(int,int):219",p
org.apache.commons.math3.analysis.interpolation$MicrosphereInterpolatingFunction#value(double[]):213,abs;diffNorm;FastMath;ulp
org.apache.commons.math3.analysis.interpolation$MicrosphereInterpolatingFunction#value(double[]):216,getValue;sd
org.apache.commons.math3.analysis.polynomials$PolynomialFunction#subtract(org.apache.commons.math3.analysis.polynomials.PolynomialFunction):213,newCoefficients
"org.apache.commons.math3.analysis.interpolation$LoessInterpolator#smooth(double[],double[],double[]):272",i
org.apache.commons.math3.analysis.polynomials$PolynomialFunction#multiply(org.apache.commons.math3.analysis.polynomials.PolynomialFunction):238,i;newCoefficients
"org.apache.commons.math3.linear$AbstractRealMatrix#setSubMatrix(double[][],int,int):420",nRows
"org.apache.commons.math3.linear$AbstractRealMatrix#setSubMatrix(double[][],int,int):425",nCols
"org.apache.commons.math3.analysis.differentiation$DSCompiler#getCompiler(int,int):218",p;newCache;o
"org.apache.commons.math3.analysis.differentiation$DSCompiler#getCompiler(int,int):216",min;diag;FastMath;o;order
"org.apache.commons.math3.analysis.differentiation$DSCompiler#getCompiler(int,int):215",diag;parameters;order
"org.apache.commons.math3.ode.nonstiff$GillStepInterpolator#computeInterpolatedStateAndDerivatives(double,double):135",i;interpolatedState
org.apache.commons.math3.filter$KalmanFilter#getMeasurementDimension():230,measurementMatrix;getRowDimension
org.apache.commons.math3.optim.univariate$UnivariatePointValuePair#getPoint():56,point
org.apache.commons.math3.optim.nonlinear.scalar.gradient$NonLinearConjugateGradientOptimizer#doOptimize():223,current
org.apache.commons.math3.filter$KalmanFilter#getStateDimension():221,stateEstimation;getDimension
org.apache.commons.math3.dfp$Dfp#divide(org.apache.commons.math3.dfp.Dfp):1801,rh
org.apache.commons.math3.ode.events$EventState#evaluateStep(org.apache.commons.math3.ode.sampling.StepInterpolator):282,forward
org.apache.commons.math3.optim.nonlinear.scalar.gradient$NonLinearConjugateGradientOptimizer#doOptimize():221,current;converged;previous;getIterations;checker
org.apache.commons.math3.analysis.polynomials$PolynomialFunction#multiply(org.apache.commons.math3.analysis.polynomials.PolynomialFunction):240,min;FastMath;coefficients;i;j
org.apache.commons.math3.linear$NonSymmetricMatrixException#getRow():58,row
"org.apache.commons.math3.analysis.differentiation$DSCompiler#getCompiler(int,int):209",cache;i
"org.apache.commons.math3.analysis.interpolation$MicrosphereInterpolatingFunction#cosAngle(org.apache.commons.math3.linear.RealVector,org.apache.commons.math3.linear.RealVector):249",getNorm;v;w;dotProduct
org.apache.commons.math3.random$StableRandomGenerator#nextNormalizedDouble():133,x
org.apache.commons.math3.ode.events$EventState#evaluateStep(org.apache.commons.math3.ode.sampling.StepInterpolator):289,abs;convergence;root;FastMath;previousEventTime;isNaN;Double;ta
org.apache.commons.math3.analysis.polynomials$PolynomialFunction#multiply(org.apache.commons.math3.analysis.polynomials.PolynomialFunction):247,newCoefficients
"org.apache.commons.math3.analysis.interpolation$LoessInterpolator#smooth(double[],double[],double[]):282",xval;iright;i;ileft
org.apache.commons.math3.analysis.polynomials$PolynomialFunction#negate():226,newCoefficients
"org.apache.commons.math3.analysis.differentiation$DSCompiler#getCompiler(int,int):203",cache
"org.apache.commons.math3.linear$AbstractRealMatrix#setSubMatrix(double[][],int,int):430",r;subMatrix;nCols
"org.apache.commons.math3.analysis.differentiation$DSCompiler#getCompiler(int,int):207",cache
"org.apache.commons.math3.special$Beta#logBeta(double,double,double,int):253",a;logBeta;b
org.apache.commons.math3.linear$SparseFieldVector#append(org.apache.commons.math3.linear.FieldVector):192,v;append
org.apache.commons.math3.analysis.interpolation$MicrosphereInterpolatingFunction#value(double[]):232,sd
org.apache.commons.math3.linear$SparseFieldVector#append(org.apache.commons.math3.linear.FieldVector):191,v
org.apache.commons.math3.random$StableRandomGenerator#nextNormalizedDouble():128,alpha
"org.apache.commons.math3.analysis.differentiation$DSCompiler#getCompiler(int,int):204",cache
org.apache.commons.math3.dfp$Dfp#divide(org.apache.commons.math3.dfp.Dfp):1819,i
org.apache.commons.math3.optim.univariate$UnivariatePointValuePair#getValue():65,value
org.apache.commons.math3.optim.nonlinear.scalar.gradient$NonLinearConjugateGradientOptimizer#doOptimize():236,i;point
org.apache.commons.math3.dfp$Dfp#divide(org.apache.commons.math3.dfp.Dfp):1811,minadj
"org.apache.commons.math3.stat.correlation$SpearmansCorrelation#removeValues(double[],java.util.Set):258",result
org.apache.commons.math3.filter$KalmanFilter#getStateEstimation():239,stateEstimation;toArray
org.apache.commons.math3.ode.events$EventState#evaluateStep(org.apache.commons.math3.ode.sampling.StepInterpolator):272,forward
"org.apache.commons.math3.linear$AbstractRealMatrix#setSubMatrix(double[][],int,int):429",r;nRows
"org.apache.commons.math3.stat.correlation$SpearmansCorrelation#removeValues(double[],java.util.Set):254",contains;indices;i
org.apache.commons.math3.linear$SparseFieldVector#append(org.apache.commons.math3.linear.FieldVector):196,i;n
org.apache.commons.math3.ode.events$EventState#evaluateStep(org.apache.commons.math3.ode.sampling.StepInterpolator):276,forward
org.apache.commons.math3.analysis.interpolation$MicrosphereInterpolatingFunction#value(double[]):238,totalWeight;value
"org.apache.commons.math3.stat.correlation$SpearmansCorrelation#removeValues(double[],java.util.Set):253",input;i
"org.apache.commons.math3.stat.correlation$SpearmansCorrelation#removeValues(double[],java.util.Set):250",input
org.apache.commons.math3.linear$SparseFieldVector#append(org.apache.commons.math3.linear.FieldVector):199,res
"org.apache.commons.math3.special$Beta#regularizedBeta(double,double,double,double,int):226",ret
org.apache.commons.math3.util$FastMath#log10(double):1414,lnb;rln10b;rln10a;lna
org.apache.commons.math3.optimization.linear$SimplexTableau#isOptimal():391,epsilon;entry;Precision;compareTo
"org.apache.commons.math3.linear$SymmLQ#solve(org.apache.commons.math3.linear.RealLinearOperator,org.apache.commons.math3.linear.RealLinearOperator,org.apache.commons.math3.linear.RealVector,boolean,double):974",a;b;shift;x;solveInPlace;goodb;m
"org.apache.commons.math3.linear$Array2DRowFieldMatrix#walkInColumnOrder(org.apache.commons.math3.linear.FieldMatrixChangingVisitor,int,int,int,int):565",end;visitor
org.apache.commons.math3.optim.nonlinear.scalar.gradient$NonLinearConjugateGradientOptimizer#doOptimize():242,i;n
org.apache.commons.math3.optim.nonlinear.scalar.gradient$NonLinearConjugateGradientOptimizer#doOptimize():241,goal;GoalType
"org.apache.commons.math3.linear$Array2DRowFieldMatrix#walkInColumnOrder(org.apache.commons.math3.linear.FieldMatrixChangingVisitor,int,int,int,int):560",i;endRow
org.apache.commons.math3.analysis.polynomials$PolynomialFunction#differentiate(double[]):262,n
"org.apache.commons.math3.filter$KalmanFilter#KalmanFilter(org.apache.commons.math3.filter.ProcessModel,org.apache.commons.math3.filter.MeasurementModel):207",measNoise;getColumnDimension;measurementMatrix;getRowDimension
org.apache.commons.math3.analysis.polynomials$PolynomialFunction#differentiate(double[]):265,n
"org.apache.commons.math3.ode$AbstractIntegrator#integrate(org.apache.commons.math3.ode.FirstOrderDifferentialEquations,double,double[],double,double[]):249",expandableODE;getTime
org.apache.commons.math3.analysis.polynomials$PolynomialFunction#differentiate(double[]):269,i
org.apache.commons.math3.util$FastMath#log10(double):1403,isInfinite;lores;Double
org.apache.commons.math3.util$FastMath#log10(double):1404,lores
org.apache.commons.math3.optim.nonlinear.scalar.gradient$NonLinearConjugateGradientOptimizer#doOptimize():251,i;n
"org.apache.commons.math3.ode$AbstractIntegrator#integrate(org.apache.commons.math3.ode.FirstOrderDifferentialEquations,double,double[],double,double[]):235",equations;getDimension;y
"org.apache.commons.math3.linear$Array2DRowFieldMatrix#walkInColumnOrder(org.apache.commons.math3.linear.FieldMatrixPreservingVisitor,int,int,int,int):577",endColumn;j
org.apache.commons.math3.optim.nonlinear.scalar.gradient$NonLinearConjugateGradientOptimizer#doOptimize():256,POLAK_RIBIERE;updateFormula;FLETCHER_REEVES
"org.apache.commons.math3.ode$AbstractIntegrator#integrate(org.apache.commons.math3.ode.FirstOrderDifferentialEquations,double,double[],double,double[]):232",equations;y0;getDimension
org.apache.commons.math3.optimization.linear$SimplexTableau#isOptimal():389,i;getWidth
"org.apache.commons.math3.linear$Array2DRowFieldMatrix#walkInColumnOrder(org.apache.commons.math3.linear.FieldMatrixPreservingVisitor,int,int,int,int):578",i;endRow
"org.apache.commons.math3.special$Beta$1#getB(int,double):204",n
org.apache.commons.math3.util$ArithmeticUtils#factorial(int):189,factorial;n;CombinatoricsUtils
"org.apache.commons.math3.stat.inference$TTest#homoscedasticTTest(double[],double[]):680",sample1;homoscedasticTTest;variance;mean;StatUtils;sample2
org.apache.commons.math3.optim.nonlinear.scalar.gradient$NonLinearConjugateGradientOptimizer#doOptimize():262,r;i
"org.apache.commons.math3.linear$SymmLQ#solve(org.apache.commons.math3.linear.RealLinearOperator,org.apache.commons.math3.linear.RealLinearOperator,org.apache.commons.math3.linear.RealVector,org.apache.commons.math3.linear.RealVector):996",a;b;x;solveInPlace;copy;m
org.apache.commons.math3.analysis.polynomials$PolynomialFunction#polynomialDerivative():281,differentiate;coefficients
"org.apache.commons.math3.linear$Array2DRowFieldMatrix#walkInColumnOrder(org.apache.commons.math3.linear.FieldMatrixPreservingVisitor,int,int,int,int):582",end;visitor
org.apache.commons.math3.util$FastMath#asin(double):2719,x
"org.apache.commons.math3.optim$SimpleValueChecker#SimpleValueChecker(double,double,int):89",maxIter
org.apache.commons.math3.fitting$WeightedObservedPoint#getX():66,x
org.apache.commons.math3.util$FastMath#asin(double):2711,Math
"org.apache.commons.math3.special$Beta$1#getB(int,double):213",ret
org.apache.commons.math3.util$FastMath#asin(double):2714,x
org.apache.commons.math3.optimization.linear$SimplexTableau#dropPhase1Objective():360,contains;columnsToDrop;j
org.apache.commons.math3.util$FastMath#asin(double):2715,Math
org.apache.commons.math3.util$FastMath#asin(double):2718,x
org.apache.commons.math3.util$FastMath#asin(double):2710,x
org.apache.commons.math3.linear$Array2DRowFieldMatrix#copyOut():597,out
org.apache.commons.math3.linear$Array2DRowFieldMatrix#copyOut():594,nRows;i
org.apache.commons.math3.optim.nonlinear.scalar.gradient$NonLinearConjugateGradientOptimizer#doOptimize():274,getIterations;n;beta
org.apache.commons.math3.analysis.polynomials$PolynomialFunction#differentiate(double[]):272,result
org.apache.commons.math3.optimization.linear$SimplexTableau#dropPhase1Objective():368,i
org.apache.commons.math3.fitting$WeightedObservedPoint#getWeight():57,weight
"org.apache.commons.math3.util$FastMath#pow(double,double):1458",bits
org.apache.commons.math3.optim.nonlinear.scalar.noderiv$CMAESOptimizer#doOptimize():494,arindex;lambda;fitness;bestValue
org.apache.commons.math3.optim.nonlinear.scalar.noderiv$CMAESOptimizer#doOptimize():497,min;max;bestFitness;historyBest;Math;historyWorst;iterations
"org.apache.commons.math3.analysis.interpolation$LoessInterpolator#smooth(double[],double[],double[]):304",i;k
org.apache.commons.math3.analysis.differentiation$DerivativeStructure#exp():697,result
"org.apache.commons.math3.analysis.interpolation$LoessInterpolator#smooth(double[],double[],double[]):301",iright;k
"org.apache.commons.math3.util$FastMath#pow(double,double):1451",x
org.apache.commons.math3.util$FastMath#acos(double):2782,x
"org.apache.commons.math3.optimization.direct$BOBYQAOptimizer#trsbox(double,org.apache.commons.math3.linear.ArrayRealVector,org.apache.commons.math3.linear.ArrayRealVector,org.apache.commons.math3.linear.ArrayRealVector,org.apache.commons.math3.linear.ArrayRealVector,org.apache.commons.math3.linear.ArrayRealVector):2061",temp;qred
"org.apache.commons.math3.util$FastMath#pow(double,double):1452",x
org.apache.commons.math3.util$FastMath#acos(double):2783,Double
"org.apache.commons.math3.special$Beta#logGammaMinusLogGammaSum(double,double):308",b
"org.apache.commons.math3.special$Beta#logGammaMinusLogGammaSum(double,double):305",a
org.apache.commons.math3.util$FastMath#acos(double):2786,x
"org.apache.commons.math3.optimization.direct$BOBYQAOptimizer#trsbox(double,org.apache.commons.math3.linear.ArrayRealVector,org.apache.commons.math3.linear.ArrayRealVector,org.apache.commons.math3.linear.ArrayRealVector,org.apache.commons.math3.linear.ArrayRealVector,org.apache.commons.math3.linear.ArrayRealVector):2065",i;n
"org.apache.commons.math3.util$FastMath#pow(double,double):1456",x
org.apache.commons.math3.util$FastMath#acos(double):2787,Math
org.apache.commons.math3.geometry.partitioning.utilities$OrderedTuple#computeMSB(long):378,msb
"org.apache.commons.math3.optimization.direct$BOBYQAOptimizer#trsbox(double,org.apache.commons.math3.linear.ArrayRealVector,org.apache.commons.math3.linear.ArrayRealVector,org.apache.commons.math3.linear.ArrayRealVector,org.apache.commons.math3.linear.ArrayRealVector,org.apache.commons.math3.linear.ArrayRealVector):2066",ZERO;xbdi;i;getEntry
org.apache.commons.math3.linear$ArrayFieldVector#ebeMultiply(org.apache.commons.math3.linear.ArrayFieldVector):626,data;i
org.apache.commons.math3.linear$ArrayFieldVector#ebeMultiply(org.apache.commons.math3.linear.ArrayFieldVector):629,field;out
org.apache.commons.math3.geometry.partitioning.utilities$OrderedTuple#computeMSB(long):370,ll;mask
"org.apache.commons.math3.linear$BlockRealMatrix#getSubMatrix(int,int,int,int):698",widthExcess
org.apache.commons.math3.optim.nonlinear.scalar.noderiv$CMAESOptimizer#doOptimize():487,current;converged;lastResult;getConvergenceChecker;iterations
"org.apache.commons.math3.linear$BlockRealMatrix#getSubMatrix(int,int,int,int):696",heightExcess
org.apache.commons.math3.optim.nonlinear.scalar.noderiv$CMAESOptimizer#doOptimize():484,isMinimize
"org.apache.commons.math3.util$FastMath#pow(double,double):1447",y
org.apache.commons.math3.util$FastMath#acos(double):2778,x
org.apache.commons.math3.optim.nonlinear.scalar.noderiv$CMAESOptimizer#doOptimize():483,getConvergenceChecker
org.apache.commons.math3.util$FastMath#acos(double):2779,Double
org.apache.commons.math3.util$ResizableDoubleArray#getCapacity():846,internalArray
org.apache.commons.math3.util$FastMath#asin(double):2770,rb;atan;ra
"org.apache.commons.math3.special$Beta#logGammaMinusLogGammaSum(double,double):317",a;b
org.apache.commons.math3.linear$ArrayFieldVector#ebeMultiply(org.apache.commons.math3.linear.FieldVector):611,field;out
org.apache.commons.math3.geometry.partitioning.utilities$OrderedTuple#computeMSB(long):369,scale
"org.apache.commons.math3.linear$BlockRealMatrix#getSubMatrix(int,int,int,int):682",iBlock;out
org.apache.commons.math3.util$ResizableDoubleArray#getNumElements():856,numElements
"org.apache.commons.math3.linear$BlockRealMatrix#getSubMatrix(int,int,int,int):685",jBlock;out
org.apache.commons.math3.optim.nonlinear.scalar.noderiv$CMAESOptimizer#doOptimize():479,min;max;diagD
org.apache.commons.math3.optim.nonlinear.scalar.noderiv$CMAESOptimizer#doOptimize():474,fitnessHistory;historyBest;historyWorst;iterations;stopTolHistFun
org.apache.commons.math3.analysis.integration$MidPointIntegrator#doIntegrate():157,getMinimalIterationCount;i
"org.apache.commons.math3.util$FastMath#log(double,double):1434",log;x;base
"org.apache.commons.math3.linear$PreconditionedIterativeLinearSolver#solveInPlace(org.apache.commons.math3.linear.RealLinearOperator,org.apache.commons.math3.linear.RealVector,org.apache.commons.math3.linear.RealVector):213",a;b;x0;solveInPlace
org.apache.commons.math3.ode$AbstractIntegrator#getEvaluationsCounter():223,evaluations
org.apache.commons.math3.optim.nonlinear.scalar.gradient$NonLinearConjugateGradientOptimizer#optimize(org.apache.commons.math3.optim.OptimizationData[]):187,optimize;optData
org.apache.commons.math3.linear$ArrayFieldVector#ebeMultiply(org.apache.commons.math3.linear.FieldVector):604,v;ebeMultiply
org.apache.commons.math3.linear$ArrayFieldVector#ebeMultiply(org.apache.commons.math3.linear.FieldVector):608,data;i
org.apache.commons.math3.optim.nonlinear.scalar.noderiv$CMAESOptimizer#doOptimize():469,stopTolFun;worstFitness;min;max;bestFitness;historyBest;Math;historyWorst;iterations
org.apache.commons.math3.geometry.partitioning.utilities$OrderedTuple#mantissa(long):351,EXPONENT_MASK;MANTISSA_MASK;IMPLICIT_ONE;bits
"org.apache.commons.math3.analysis.interpolation$LoessInterpolator#smooth(double[],double[],double[]):320",abs;sqrt;FastMath;accuracy;meanXSquared;meanX
org.apache.commons.math3.optimization.general$NonLinearConjugateGradientOptimizer$LineSearchFunction#value(double):296,shiftedPoint;i
org.apache.commons.math3.optim.nonlinear.scalar.noderiv$CMAESOptimizer#doOptimize():462,i;dimension
org.apache.commons.math3.optim.nonlinear.scalar.noderiv$CMAESOptimizer#doOptimize():463,sigma;sqrtDiagC;i;stopTolUpX
org.apache.commons.math3.analysis.integration$MidPointIntegrator#doIntegrate():161,rLimit;getAbsoluteAccuracy;delta
org.apache.commons.math3.analysis.integration$MidPointIntegrator#doIntegrate():162,t
"org.apache.commons.math3.optim.nonlinear.scalar$LeastSquaresConverter#LeastSquaresConverter(org.apache.commons.math3.analysis.MultivariateVectorFunction,double[],double[]):114",observations;weights
"org.apache.commons.math3.optimization.direct$BaseAbstractMultivariateOptimizer#optimizeInternal(int,org.apache.commons.math3.analysis.MultivariateFunction,org.apache.commons.math3.optimization.GoalType,double[]):171",goalType;f;startPoint;maxEval;optimizeInternal
"org.apache.commons.math3.analysis.interpolation$LoessInterpolator#smooth(double[],double[],double[]):334",iter;robustnessIters
org.apache.commons.math3.optim.nonlinear.scalar.gradient$NonLinearConjugateGradientOptimizer#doOptimize():198,goal;GoalType
org.apache.commons.math3.optim.nonlinear.scalar.gradient$NonLinearConjugateGradientOptimizer#doOptimize():199,i;n
org.apache.commons.math3.optim.nonlinear.scalar.noderiv$CMAESOptimizer#doOptimize():458,i;dimension
org.apache.commons.math3.optim.nonlinear.scalar.noderiv$CMAESOptimizer#doOptimize():455,sigma;sqrtDiagC;abs;pcCol;max;i;Math;stopTolX
org.apache.commons.math3.util$ResizableDoubleArray#getInternalLength():833,internalArray
org.apache.commons.math3.optim.nonlinear.scalar.noderiv$CMAESOptimizer#doOptimize():454,i;dimension
org.apache.commons.math3.ode$AbstractIntegrator#getExpandable():215,expandable
org.apache.commons.math3.geometry.partitioning.utilities$OrderedTuple#exponent(long):343,EXPONENT_MASK;bits
org.apache.commons.math3.util$ResizableDoubleArray#getExpansionMode():816,ADDITIVE_MODE
org.apache.commons.math3.util$ResizableDoubleArray#getExpansionMode():814,MULTIPLICATIVE_MODE
"org.apache.commons.math3.analysis.interpolation$LoessInterpolator#smooth(double[],double[],double[]):347",abs;FastMath;medianResidual;accuracy
"org.apache.commons.math3.util$FastMath#pow(double,double):1493",x
"org.apache.commons.math3.util$FastMath#pow(double,double):1494",Double
"org.apache.commons.math3.util$FastMath#pow(double,double):1497",x
"org.apache.commons.math3.util$FastMath#pow(double,double):1498",Double
org.apache.commons.math3.geometry.partitioning.utilities$OrderedTuple#sign(long):335,SIGN_MASK;bits
org.apache.commons.math3.linear$EigenDecomposition#findEigenVectors(double[][]):701,realEigenvalues;abs;FastMath;i;maxAbsoluteValue
org.apache.commons.math3.linear$EigenDecomposition#findEigenVectors(double[][]):700,i;n
org.apache.commons.math3.linear$SchurTransformer#transform():178,j;n
org.apache.commons.math3.stat.correlation$SpearmansCorrelation#rankTransform(org.apache.commons.math3.linear.RealMatrix):208,getColumnDimension;i;transformed
org.apache.commons.math3.analysis.integration$IterativeLegendreGaussIntegrator$1#value(double):164,x;computeObjectiveValue
org.apache.commons.math3.stat.correlation$SpearmansCorrelation#rankTransform(org.apache.commons.math3.linear.RealMatrix):205,nanPositions;isEmpty
"org.apache.commons.math3.util$FastMath#pow(double,double):1492",y;Double
org.apache.commons.math3.stat.correlation$SpearmansCorrelation#rankTransform(org.apache.commons.math3.linear.RealMatrix):200,getColumnDimension;i;matrix
"org.apache.commons.math3.stat.inference$TTest#tTest(double[],double[]):633",sample1;variance;mean;StatUtils;tTest;sample2
org.apache.commons.math3.genetics$ListPopulation#addChromosomes(java.util.Collection):118,size;chromosomeColl;chromosomes;populationLimit
"org.apache.commons.math3.util$FastMath#pow(double,double):1482",y
"org.apache.commons.math3.util$FastMath#pow(double,double):1483",y
org.apache.commons.math3.linear$EigenDecomposition#findEigenVectors(double[][]):708,realEigenvalues;abs;Precision;FastMath;i;maxAbsoluteValue
org.apache.commons.math3.linear$EigenDecomposition#findEigenVectors(double[][]):707,i;n
"org.apache.commons.math3.util$FastMath#pow(double,double):1485",y
org.apache.commons.math3.linear$EigenDecomposition#findEigenVectors(double[][]):706,maxAbsoluteValue
"org.apache.commons.math3.util$FastMath#pow(double,double):1488",Double
org.apache.commons.math3.filter$KalmanFilter#predict(org.apache.commons.math3.linear.RealVector):298,getColumnDimension;controlMatrix;u;getDimension
org.apache.commons.math3.linear$EigenDecomposition#findEigenVectors(double[][]):716,j;n
org.apache.commons.math3.geometry.partitioning.utilities$OrderedTuple#getComponents():327,components;clone
org.apache.commons.math3.linear$EigenDecomposition#findEigenVectors(double[][]):715,i;n
org.apache.commons.math3.linear$SchurTransformer#transform():185,i;iu
"org.apache.commons.math3.util$FastMath#pow(double,double):1481",x;Double
"org.apache.commons.math3.analysis.interpolation$LoessInterpolator#smooth(double[],double[],double[]):353",arg
org.apache.commons.math3.util$ResizableDoubleArray#getExpansionMode():812,expansionMode;MULTIPLICATIVE;ADDITIVE
"org.apache.commons.math3.analysis.interpolation$LoessInterpolator#smooth(double[],double[],double[]):351",i;n
org.apache.commons.math3.analysis.polynomials$PolynomialFunction#toString():319,i;coefficients
"org.apache.commons.math3.util$FastMath#pow(double,double):1471",y
"org.apache.commons.math3.optimization.direct$BOBYQAOptimizer#trsbox(double,org.apache.commons.math3.linear.ArrayRealVector,org.apache.commons.math3.linear.ArrayRealVector,org.apache.commons.math3.linear.ArrayRealVector,org.apache.commons.math3.linear.ArrayRealVector,org.apache.commons.math3.linear.ArrayRealVector):2081",i;n
"org.apache.commons.math3.util$FastMath#pow(double,double):1472",Double
"org.apache.commons.math3.util$FastMath#pow(double,double):1474",y
"org.apache.commons.math3.optimization.direct$BOBYQAOptimizer#trsbox(double,org.apache.commons.math3.linear.ArrayRealVector,org.apache.commons.math3.linear.ArrayRealVector,org.apache.commons.math3.linear.ArrayRealVector,org.apache.commons.math3.linear.ArrayRealVector,org.apache.commons.math3.linear.ArrayRealVector):2082",ZERO;xbdi;i;getEntry
org.apache.commons.math3.analysis.integration$IterativeLegendreGaussIntegrator#doIntegrate():139,t
"org.apache.commons.math3.optimization.direct$BOBYQAOptimizer#trsbox(double,org.apache.commons.math3.linear.ArrayRealVector,org.apache.commons.math3.linear.ArrayRealVector,org.apache.commons.math3.linear.ArrayRealVector,org.apache.commons.math3.linear.ArrayRealVector,org.apache.commons.math3.linear.ArrayRealVector):2085",ZERO;tempa
org.apache.commons.math3.analysis.integration$IterativeLegendreGaussIntegrator#doIntegrate():137,getMinimalIterationCount;delta;limit;getCount;iterations
